sign,category,date,horoscope
sagittarius,love,2021/02/25,"A gift that you purchase for someone special turns out to have a surprisingly profound effect on them. The aspect today indicates that whether it is a book, a piece of art, or something completely unique, it is bound to thrill your dearest love. So much so that your relationship may change in a pleasantly surprising way as a result. Things could begin to get better."
sagittarius,love,2021/02/26,"Today's aspect gives you the confidence to let someone know how you are feeling. If you had some doubts about whether this is appropriate or not, they will be dispelled by going ahead and saying what you have to say. They may even tell you that they were about to say the same thing, but didn't know how to begin. So be brave and have faith."
sagittarius,love,2021/02/27,"Today's planetary alignment brings you a chance to melt the ice as far as someone special is concerned. Perhaps you too need to overcome one or two inhibitions in order to get the ball rolling. Rather than going over the top and doing it all wrong, all you need do is approach them with a warm and friendly smile, and take it from there."
sagittarius,love,2021/02/28,"If you feel the need for some excitement today, then you may do best to get some breathing space and take some time out away from a loved one. The position of the planets today means there is every chance that this will blow away the cobwebs that may have been gathering in the relationship recently, and also help you to rediscover your personal store of inner joy and happiness."
sagittarius,love,2021/03/01,"The current planetary alignment encourages you to get the message across to a certain individual. You may be tempted to try every trick in the book, such as scented love letters, coy and seductive glances, or bursting into tears in their vicinity. But to be quite honest, you may have more of a chance if you just say it like it is. At least you will get a more meaningful response."
sagittarius,love,2021/03/02,"The planetary alignment today means someone special is expecting to hear from you today, but are not certain whether they will. It all depends on your mood and if you feel it's worth it. Yet this is a time to celebrate love in all of its forms - and when you want to impress, you certainly know how to do so in style. Go on - make someone happy!"
sagittarius,love,2021/03/03,"You will have to shape up some of your ideas if you want to stay in your sweetheart's good books. The current atmosphere implies that they may be getting tired of some, if not all of your routines. Just for once you could try changing something, anything, in order to make the day more unpredictable. Love responds to the fresh and new, rather the stale and outworn."
sagittarius,love,2021/03/04,"If your close relationship seems to have crystallized into a predictable pattern, then make the most of today's planetary alignment, as it offers the chance to break out into something a little more flexible and adventurous. But you do need to see that change is the best and most suitable response, and you also need to take action to make this possible."
sagittarius,love,2021/03/05,The planetary alignment today is encouraging you to plant some seeds for the future as far as one outstanding relationship is concerned. You may not be able to get where you would like to be right now because of various factors in your lives that are preventing this from happening. But this does not mean that you can't continue to develop and strengthen the bond between you.
sagittarius,love,2021/03/06,"Change may be the very tonic that the doctor ordered, especially with the position of the planets today. It is important not only need to alter your physical location every once in a while, but also your mental one, as well. Believe it or not, this may be the very strategy that will enable your love life to flourish. Seeing things from a different angle could change everything for the better. So why wait any longer?"
sagittarius,love,2021/03/07,"If you are staying in a particular relationship because it offers a sense of comfort, a secure base, and a prestigious lifestyle, and yet does not bring any real emotional satisfaction, then perhaps you need to start asking yourself some questions. The current planetary alignment helps you to face up to this, and also to consider the alternatives, that most certainly would include a heart-to-heart talk."
sagittarius,love,2021/03/08,"If you want the answers to some of your most pressing questions about life and love, then you can do no better than to consult your dreams. Today's planetary alignment encourages you to take them seriously, as they will give you answers to questions that have perplexed you for some time. Tuning into your dreams and wishes means you won't become distanced from your heart."
sagittarius,love,2021/03/09,"Take a break from any demanding routines to do something special with a loved one. The current astral configuration encourages you to take the initiative to decide where you would like to go, and what you will do when you get there. If you want to make an even greater impression, then try and change your image. Dress in a style and fashion that is completely different from usual."
sagittarius,love,2021/03/10,"Today's position of the planets may seem to be associated with some cracks that could appear in your close relationship, and yet this will only happen if you have been trying to conceal them without trying to bring about a healing. It would be better if you acknowledged these problems, and began now to deal with them honestly and openly. Make a start and you'll soon feel better about everything."
sagittarius,love,2021/03/11,"You could be feeling very irritated today, especially with today's astral configuration. Your current relationship may be going well, and yet your mind is continually being pulled back to a past relationship that had qualities that this one just does not have. If you want to do anything positive, then you may need to seriously consider what your priorities are and go for those."
sagittarius,love,2021/03/12,There is certainly nothing repressed about a certain relationship. Today's astral configuration indicates that you may actually have more trouble keeping some semblance of control. You are not one to abandon yourself to the fires of passion too readily or easily without making sure that you will get something useful out of the relationship. This time you may well be more than willing to take a chance.
sagittarius,love,2021/03/13,"There is a wonderful sense of mystery and magic in the air today that may lift your current relationship to new heights. The encouraging planetary transits mean you have access to pure romance. All you need do is conjure up the right atmosphere. This may take a bit of imagination, but your partner (current or prospective) will be inspired to devote themselves even more fervently to you."
sagittarius,love,2021/03/14,"Today's position of the planets creates an opportunity to find out just how much a certain person really feels about you. Whereas they may normally be a little shy about expressing their true sentiments, they will seem to gain extra courage today and so feel quite positive about what they can achieve. And of course this will prove very good news for you as well."
sagittarius,love,2021/03/15,"Sometimes it takes an event of quite an unusual nature to shake us out of our complacency. Today's favorable celestial atmosphere offers just such an opportunity. Through some kind of unexpected opportunity, you may begin to see that the potential within your relationship is actually far greater than you had originally anticipated. You now realize why you were brought together, and how much you can achieve together."
sagittarius,love,2021/03/16,"Today's position of the planets means that you may have a tendency to stick rigidly to one particular opinion or way of looking at recent events within your current relationship, and also to get too gloomy and pessimistic at the thought of what they might mean. While it may be a good idea to reflect on your feelings and motives, it would not be helpful to come to premature conclusions."
sagittarius,love,2021/03/17,"The alignment of the planets may seem to cloud a certain issue, but in doing so it may clarify another. Your feelings may be all over the place, yet you feel curiously free. Images and fantasies play at the edges of your mind, but these beckon you to make a decision that you would normally find difficult. You will step over a very inviting line and feel glad!"
sagittarius,love,2021/03/18,"The astral configuration may encourage you to do something radically different in order for a certain dream to come true. Although you are generally outspoken, and certainly not subtle, it may be a change of tack to a more mystical and unique viewpoint that enables you to go out on that first date. You will certainly understand each other, and will definitely want to see each other again."
sagittarius,love,2021/03/19,"Your social life could really blossom with the alignment of the planets today, which will present chances you could not have imagined coming to you could suddenly be discovered right on your doorstep. Don't pass an opportunity by just because it doesn't appear the way you think it should. Love comes in many surprising packages and cannot be determined by looks alone. Allow the bizarre and unusual to move you."
sagittarius,love,2021/03/20,"Everyone needs a little rest and recuperation. Today's astral energy means it is vital for you to take time out to regenerate yourself and feel good about life once more. Certain events may have taken the wind out of your sails, and it is necessary that you find time to be alone. If attached, send your partner (current or prospective) out on errands and put your feet up."
sagittarius,love,2021/03/21,"You will have no choice but to cease being hardworking and responsible, and be very relaxed - even laid-back. The celestial lineup will probably have you horizontal with laughter before the day is over, and this may not be because you find your own company particularly funny. A significant other may discover the subject that makes you giggle helplessly, and won't stop joking about it."
sagittarius,love,2021/03/22,"It is not the material goods you have, or even the commonsense you display that will bring the person you want into your life. It is your spiritual qualities, and your understanding of those facets and philosophies of life that lie beyond the obvious world of the senses. You need to communicate from a different plane."
sagittarius,love,2021/03/23,"To talk about the things you like spending your time doing could be embarrassing. You adore work even when on holiday, and you also love your ability to organize and achieve through discipline. You certainly have your work cut out today to get really relaxed concerning a certain issue. You need to surrender your worries and enjoy yourself."
sagittarius,love,2021/03/24,"You may appear frustratingly aloof to your love interest. You have every chance of making a significant breakthrough in your most cherished relationship, but seem to have placed yourself behind a wall of glass. Your love can see you, but just can't touch. Do you have to wait till your pride finally gives way before you reach out and say how you really feel?"
sagittarius,love,2021/03/25,"The current planetary constellation brings a buoyant atmosphere at work. All relationships sparkle today. You may have the opportunity to talk with all the right people in all the right places, then to be given the choice about where you are going to be taken for dinner. You call the shots, so call the best ones. You have more influence than you care to acknowledge."
sagittarius,love,2021/03/26,"Money is often a very attractive proposition, and so is the thought of how to acquire more. The day's planetary constellation may spell out a cunning plan in which your bank balance can suddenly rocket to higher levels, but money doesn't always buy love. Someone may seem like an attractive proposition, but make sure there is more involved than money. It also needs to be emotionally satisfying."
sagittarius,love,2021/03/27,"Today you have a chance to see a problem from a unique perspective. The angle from which you perceive it makes a big difference between giving up on someone and allowing them back into your life. It is as though a light goes on in your head. You understand something about them that you just couldn't see before. Instead of blaming them, you forgive yourself."
sagittarius,love,2021/03/28,"The planetary alignment may mean that you get a chance to try out some of the fantasies that you have kept on the back burner up till now. If you and your sweetheart are finding that your love life currently needs something to bring it back to life, then perhaps you should take advantage of today's cosmic climate to make some of your dreams come true."
sagittarius,love,2021/03/29,"You enjoy talking with others, or perhaps preaching is more the correct word, so today's position of the planets means that you may find it difficult to get the message across to someone whom you know currently needs your help and guidance. Although this person probably knows you better than anyone, you will find that they seem unusually resistant to your advice. Perhaps they actually don't need it right now!"
sagittarius,love,2021/03/30,"Today's position of the planets means you are just wondering whether to dare take a risk of trusting your deeper feelings, which are guiding you toward telling someone rather special just how you feel. You may intellectualize over this for hours trying to consider all possibilities, but eventually you are just going to have to take the plunge. You cannot prepare for this in advance - you can only do it."
sagittarius,love,2021/03/31,"It's time to take your current relationship up to the next level. How many times have you felt you have already done this? Possibly numerous times by now. Yet today's astral configuration means that you know in your heart that you still have more work to do, and more possibilities to aim for. Your partner (current or prospective)ship is really going places right now, so keep going. You can afford to smile!"
sagittarius,love,2021/04/01,"Today's movement of the heavenly bodies encourages you to get out and do something different today. If you are already in a permanent relationship, then plan an adventure, something that gives you both a different slant on things. If you are in the early stages of a developing romance, go somewhere that challenges your natural intellectual curiosity. It will be well worth it."
sagittarius,love,2021/04/02,"You should not underestimate your powers, as they are more in evidence than perhaps you realize. The energy of the day means that you can now cut through any situation that has proved difficult with the ease of a knife through butter. You have the ability to make some significant changes, and perhaps to redress the balance of power in a relationship where it has been very lopsided."
sagittarius,love,2021/04/03,"Hopefully your partner (current or prospective) knows just how ardent and enthusiastic you can be, because with the celestial atmosphere of today they are about to find out. Whatever apparent event or insight triggers your passionate mood, you will certainly want to share it with the one closest to you. But before you knock them flat with the depth of your feeling, perhaps it may be a good idea to warn them first."
sagittarius,love,2021/04/04,"The current aspect makes this a great time to pick out some fascinating and contentious topics of conversation, and go on your date armed with these plus a few juicy pieces of gossip. You may also need some New Age jokes for good measure. But seriously, you will certainly have a laugh, and your ability to find the same things funny will make the evening all that more enjoyable. What are the odds on seeing each other again?"
sagittarius,love,2021/04/05,"Today's planetary alignment means your current relationship could well benefit from a little more openness and experimentation. You are pretty open as it is, but may have become stuck in a rut of late, or found that days and weeks pass by in the same old way, with no new developments. Take action, and rediscover your natural exuberance and love of exploration; it will do you both good."
sagittarius,love,2021/04/06,"You have the opportunity to get to know someone much better, and in the kind of sporty setting that you find such a turn on. The position of the planets indicates that while you both find each other attractive, you are also aware that you both need to bide your time, and get to know each other more deeply before jumping into a relationship. It will be worth the wait!"
sagittarius,love,2021/04/07,"Today's astral configuration brings you the opportunity to gain fresh insights into the way you conduct your relationships. While you may have been going through a phase of pure passion recently, bowled over by your latest conquest, you have not had much time to stand back and truly evaluate the situation. This is a big chance, so don't pass it by, as you need to understand something."
sagittarius,love,2021/04/08,"You may find it difficult to get a straight answer to a straight question, with today's position of the heavenly bodies. Somehow when it comes to the crucial issue, a loved one finds it all too easy to evade the answer, and change the subject. You may not find out the truth from their tongue, but you will find it, and can then make a decision about what to do next!"
sagittarius,love,2021/04/09,"The astral configuration today encourages you to go to extremes. Even though others may find you a bit extreme already, you may not be able to help yourself. The meeting that occurs today could develop fast and furiously into something that rapidly threatens to consume you. But this will be the least of your worries. It could be a true blending of heart and soul, and ever so special!"
sagittarius,love,2021/04/10,"The present planetary alignment encourages you to think about a new beginning after a relationship that came to an end, and which may have caused you pain. The passage of time may have softened the hurt, and today could be the first time in a while that you feel like taking a risk again where love is concerned. It is a chance for a new beginning."
sagittarius,love,2021/04/11,"Today's astral configuration makes this a great day for spreading your good-natured and sunny optimism around. Arrange an impromptu party, along with a loved one, and invite both friends and strangers, as by the end of the occasion you are all sure to be like one happy family. This will uplift you both, and also introduce you to some interesting new faces."
sagittarius,love,2021/04/12,"One piece of information that you come across could have a profound effect on your love life. The current celestial atmosphere indicates that you may have the wrong end of the stick concerning your attitude toward your partner (current or prospective), and totally misjudged them as a result. Today's aspect offers the chance to put this right, and to perhaps apologize for your mistake, which may have upset your love interest. Listen to your heart!"
sagittarius,love,2021/04/13,"You may be wondering if you will ever find a way to resolve a certain difficulty between you and someone you truly admire. The position of the heavenly bodies encourages you to look a little more closely at what you consider to be the main obstacle. Although it may have appeared daunting in the past, a new perspective will enable you to see a weak spot. Then you can take action."
sagittarius,love,2021/04/14,"The planetary alignment will encourage you to get all your jokes and wisecracks out, put on your sexiest outfit and get over to that party, which could be very much worth your while. If you have always wanted to meet someone who is every bit as adventurous, outspoken, spiritual, and crazy as you, then what are you waiting for? Could this be the moment of truth?"
sagittarius,love,2021/04/15,"As the years go by you are learning more and more about your ability to deal with the various aspects of your relationship, and so the present astral configuration may indicate that you have reached another phase in gaining a deeper understanding of your partner (current or prospective). Although you both tend to have your differences, your strengths more than compensate for this fact. Perhaps it is a good opportunity to celebrate."
sagittarius,love,2021/04/16,"Today's planetary transits indicate that your usual direct approach to matters of love may not work today. There are far more subtle influences around that need to be taken into account before you can openly ask someone gorgeous out on a date. You will need to be able to read between the lines, and also be extremely tactful about any remarks you are tempted to make."
sagittarius,love,2021/04/17,"The present astral configuration encourages you to pay closer attention to what another is trying to tell you, and to read between the lines if necessary to discover why they may be feeling as they do. You can have a tendency to ignore the more subtle signals that others are trying to send you, but if you can be more sensitive, you will certainly learn something to your advantage."
sagittarius,love,2021/04/18,"The alignment at play today means that you are feeling on top of the world today, and this could have a profound effect, especially where your love life is concerned. If you are in a permanent relationship, then this will give you both the boost you need. If you are looking for love, you may well find it at the gym or while involved in outdoor activities."
sagittarius,love,2021/04/19,"If someone has been trying to persuade you of the merits of going out on a date with them for some time, then with the present astral configuration, you may just be tempted to give in and see how it goes. There is every chance that you will both find it an enlightening experience, and will want to discover more about each other's deeper motivations."
sagittarius,love,2021/04/20,"Today's movement of the heavenly bodies may reveal an apparently glaring fault in a relationship that had seemed to be going so well. However, this need not be the end of the affair. If you both feel that you really do care about each other, you can easily sort out the problem, although it will require some courage and determination on behalf of you both. So get to work!"
sagittarius,love,2021/04/21,"Although it is your usual style to try and see the bigger picture, and to find the deeper meaning in any event, today's planetary alignment could cause you to focus upon one detail that seems to have grown out of proportion. It concerns one feature of your current relationship, which you feel is of major concern. Don't dwell on this too much; just try and see it in perspective."
sagittarius,love,2021/04/22,"If someone seems to be playing hard to get, and you are doing all the chasing, then you ought to know that it is just a façade. The alignment at play today reveals that they just can't let you be seen ""catching"" them too quickly, as this wouldn't be good for their image. So now that you understand their problem, you have more of a chance of finding a solution."
sagittarius,love,2021/04/23,"The position of the heavenly bodies encourages you to get out and do something in a sporting or adventurous setting, as it is under these conditions that you may run into someone really quite remarkable. You certainly won't meet them by staying at home. Another possible meeting ground could be at a gathering or event associated with philosophical or spiritual ideals. Be prepared to be stunned, awed, and amazed."
sagittarius,love,2021/04/24,"The position of the heavenly bodies eases the tension in your current relationship, and may encourage you both to spend some time apart doing those things that feed your individual souls. This is not a mistake; in fact, it is probably something that should be booked into your calendar on a regular basis. It will greatly improve matters between you, and also strengthen your feelings for each other. So have a great day!"
sagittarius,love,2021/04/25,"You may not initially realize what is going on until it has happened. The planetary configuration of the day creates a smoke screen, a layer of complicated confusion that seems to give you a false feeling of security. But it would be better if you could stay alert, as someone you thought you could trust may think that they can get away with behavior they shouldn't. Don't give them the chance."
sagittarius,love,2021/04/26,"Your partner (current or prospective) will not want to listen to yet another of your terminal sermons, especially with today's planetary alignment. There is such a thing as ""the last straw,"" and today it could break the camel's back if you can't keep your tongue under some sort of control. It may be better to go your separate ways, just for the day, to keep the peace and ensure their sanity."
sagittarius,love,2021/04/27,"You generally don't need anyone to boost your confidence, as you seem to have a natural fountain of it bubbling continuously from within. Today's position of the planets may give you the opportunity to share this with someone special who may have needed their own confidence boosting. You will be a source of warmth and support that they will very much appreciate, and will also never forget."
sagittarius,love,2021/04/28,"You are a force to be reckoned with and virtually unstoppable. The position of the heavenly bodies today creates a situation in which you have supreme right of way. A certain person, for reasons known only to you, is now subtly under your control. How you deal with this will not only increase or decrease the respect they naturally feel for you, but will also affect the partnership itself."
sagittarius,love,2021/04/29,"You may find it difficult to talk about how you feel, but the position of the planets means that you are not really sure yourself. You could try, but with your propensity for tactlessness, you may well get yourself into even more trouble. Your love interest may be pressuring you into giving some kind of response or explanation, but it would be better if you could put this off until you have an answer."
sagittarius,love,2021/04/30,"The present planetary alignment may make you want to sit your love interest down in a chair and give them the lecture of a lifetime. But it may be better not to if you want to continue the relationship. The fact that you always have so much to say could mean that you are not giving them much of an opportunity to speak, which could be really frustrating."
sagittarius,love,2021/05/01,"The current astral configuration may mean that you don't get to crack a single joke today, which could be a relief for your partner (current or prospective). What you will be more inclined to do is talk about all the serious stuff, like the meaning of life, and whether it was a wayward chicken that was responsible for this whole show, or an egg. Even better: shut up and write that book!"
sagittarius,love,2021/05/02,"You tend toward a kind of hale and hearty romance, rather than the type that is spoken of in love poems and fairy-tales. The current astral configuration may work a miracle, and you could find yourself in the mood for a candlelit bath filled with wonderful aromatic oils and of course your nearest and dearest. Toast your love with a glass of wine, and enjoy the bubbles."
sagittarius,love,2021/05/03,"The planetary alignment at play today cuts through any thoughts, ideas, or ideals you may have harbored about someone, and brings you directly into contact with the person themselves. This may be a meeting out of the blue, which takes you by total surprise, because you won't be prepared for what is about to happen next. They aren't like you imagined, but you find them incredibly attractive anyway. Go for it!"
sagittarius,love,2021/05/04,"A date this evening could prove a revelation in more ways than one. Today's position of the heavenly bodies means that you have an opportunity to talk with your potential love interest about something that very much interests them, and is just starting to interest you. This could be a turning point, not only in this budding relationship, but also in your life. You will find out something of immense interest and relevance."
sagittarius,love,2021/05/05,"Today's astral configuration makes you want to stand on a metaphorical soapbox and lecture your love interest to the ends of the earth and back, which may not go over too well if you were planning on sharing a romantic meal. You would do well to try and allow them to speak occasionally, and to let you know how they feel about the relationship. You will learn something if you listen."
sagittarius,love,2021/05/06,"Sometimes it's good to sit down and have a serious discussion with your dearest one. The current cosmic energy indicates that today would be a great time to schedule this, as you often get so involved with your daily duties that days can pass without even barely saying hello. Take the time to stay in communication with each other. Talk about all the big things and little things, and how much you mean to each other. This can be a relaxing day and very reassuring."
sagittarius,love,2021/05/07,"There is a great deal of real warmth around today, and the celestial energy helps you to make the most of this. Any social occasions that you and your partner (current or prospective) attend will be great fun, but perhaps it would be nicer for both of you to spend the evening alone together so that you can recreate the magic of your love for each other."
sagittarius,love,2021/05/08,"Today's planetary alignment provides a positive omen of a successful date with someone who makes you slightly nervous, just because they are so totally gorgeous. You won't have to worry in the slightest, or feel that you are somehow inadequate, because they will also be completely bowled over by you. Just be your natural happy-go-lucky and smiling self, and you will have a simply stunning time."
sagittarius,love,2021/05/09,"This is a great day to indulge in some of your more exciting fantasies with a loved one. A square between the Moon and Neptune enables you to discover more about the kind of things that you both find inspiring and fascinating - whatever they are. You are in the mood for make-believe, for having fun, and just being silly, so go ahead and get it all out of your system."
sagittarius,love,2021/05/10,"Today's astral energies encourage you not to take immediate offense when you go out on a first date with someone this evening. They have a very ""different"" attitude to life and relationships that you may find totally baffling at first. However, if you persevere, you will discover that underneath they have all the qualities you are looking for, even if they do come in a strange package."
sagittarius,love,2021/05/11,"When you can't speak openly, honestly, and freely, you naturally feel very limited and restricted, which is not your style at all. A date this evening may have just this effect on you. Due to today's astral configuration, you find that you can't be natural, and therefore have a problem in knowing what to say next. Shake this mood off and just start conversing about anything and everything - and the mood will change dramatically."
sagittarius,love,2021/05/12,"Today's celestial energy creates the potential for a deeply emotional encounter. This is not something that you can prepare for, as it will happen of its own accord. But you will know when the moment has arrived because you will suddenly realize that - whether you have known this person for a while or only just met - there is a really powerful chemistry between you that defies rational explanation."
sagittarius,love,2021/05/13,"Todays celestial energy may create a sense of conflict in a current relationship. You need to act quickly, but also need to talk it through first. It is the conversation part that may cause some difficulty, as your partner (current or prospective) may not at this point be open to reason, and could stubbornly refuse to cooperate. If this is the case, then you will just have to do what is necessary."
sagittarius,love,2021/05/14,"Misunderstandings could occur today, especially in the way you perceive not only yourself, but also your love interest. You may think that the signals you are sending are quite plain and obvious, but everyone sees things differently, and they may not be being received in the same vein. With current celestial energies, you have your work cut out for you to make yourself understood."
sagittarius,love,2021/05/15,"With today's celestial energy, you will tend to take yourself very seriously today, and your partner (current or prospective) may also be in a similar frame of mind. No matter how much you laugh and joke, you will not be easily amused at any references to each other's weaknesses or foibles. However, if you can also accept the times when you are feeling very vulnerable, your relationship will blossom naturally."
sagittarius,love,2021/05/16,"If you have recently become involved in a new relationship, the current planetary alignment will help you to realize what an adventure this is. You have only just begun to get to know each other, and are already excited about what you have discovered. You may be prompted to undertake a project that will combine both your skills and give you even more to look forward to."
sagittarius,love,2021/05/17,"Today's astral configuration encourages a loved one to play a trick on you, perhaps to test just how faithful you really are when tempted to stray from the straight and narrow path. The best advice is to keep awake and alert, and to deal with anything that may seem strangely suspicious in an honorable and praiseworthy manner. Don't be led into any traps; have the last laugh yourself."
sagittarius,love,2021/05/18,"Although the subject of romance and relationships seems like an excuse for a grand adventure, the influence of the current planetary alignment means that even you may succumb to the more powerful feelings that have been simmering away just beneath the surface. You very much admire one particular person, but have tended to lark around with them rather than telling them how you feel. Take this bold step."
sagittarius,love,2021/05/19,"There is a metaphysical slant to your love life with the aspect at play today. Perhaps the person you meet at a party was a love interest from a previous life with whom you shared many adventures together. Whatever the scenario, you feel extremely glad to be in their company, as well as very relaxed. You feel as though they are your spiritual equal. There is a deep bond here."
sagittarius,love,2021/05/20,"Current planetary energies are a great omen for your latest relationship, especially if you are going out on a date this evening. Your conversation will range far and wide, and will be especially stimulating. You will both realize that your meeting contains great potential and will be excited to learn together, and to try out a whole variety of activities. You are both setting out on a wonderful adventure."
sagittarius,love,2021/05/21,"Current astral energies bring a chance for some serious discussion with your love interest. This is a great opportunity to be honest with each other and to talk about the future of your relationship. The only slight problem is that you may have an overly pessimistic view of it all. If you can be realistic instead, you can make great progress, and will feel a lot better about everything."
sagittarius,love,2021/05/22,"With today's planetary influences, you may feel more stern and less jovial than usual. But this may not be such a bad thing as far as your current relationship is concerned. Sometimes those closest to us tend to overstep the mark because they think we will turn a blind eye. But it would better if you were honest and said so, if something displeases you."
sagittarius,love,2021/05/23,"You could be about to step into a whole new phase, especially with the current planetary alignment. You have spent a lot of time transforming different aspects of your circumstances, personality, and relationships, whether consciously or not. Right now another new wave is on the way to take you on the next leg of your journey. If this involves your partner (current or prospective), then talking will smooth the way considerably."
sagittarius,love,2021/05/24,"Your love interest could be about to take you to some wild and exciting places today. The current planetary alignment indicates that not only do you need to prepare yourself for the adventure of a lifetime, but you also have to be ready for a more emotional journey that could be equally as exciting. On all levels the extent of your credibility will be stretched to maximum."
sagittarius,love,2021/05/25,"The feeling in the air today could well melt your heart. Today's planetary energies are so wonderfully romantic that you won't be able to resist making overtures to someone. If you are in a long-term relationship, then use this to deepen your bond. If it is a first date, expect to be awe struck and totally bowled over. Whatever the scenario, you will remember the occasion for some time."
sagittarius,love,2021/05/26,"Today's planetary alignment may not be the most exciting thing in the world, but in terms of your love life, it could be a very beneficial influence. At times it is necessary to have our practical and material reality sorted out before we can even think about beginning a new relationship. You could be inspired to do whatever is necessary to bring this about."
sagittarius,love,2021/05/27,"If you are planning a virtual date tonight, then you may be worried that it seems a little trite, or too sweet and airy to be true, and well it might. The current interplay of celestial energies may not encourage the most passionate conversation that you have ever had, but if you give it time you could well find yourself falling in love. Go gently - easy does it."
sagittarius,love,2021/05/28,"A spark certainly gets ignited today under the beneficial influence of the current planetary alignment. Whatever kind of relationship you may have had with a certain person in the past, all this is about to change quite suddenly. It may be something quite casual and trivial that triggers the event, but from now on you can both consider yourself an item - which will be a real novelty."
sagittarius,love,2021/05/29,"If you have flirting a lot lately, then you may be tempted to talk too passionate too quickly today. The current astral energy inclines you to all kinds of ideas and fantasies that may encourage you to think there is a more powerful bond between you and your potential partner than is actually the case. Don't jump to conclusions - it is better to take it slowly."
sagittarius,love,2021/05/30,"You may feel that a conversation you were looking forward to having this evening comes out on the flat side, as you just cannot muster your usual warmth. The astral energy indicates that it may not only be you who feels serious, your partner (current or prospective) may also. As long as you realize this, you can both enjoy a more in-depth discussion – which may actually be more satisfying."
sagittarius,love,2021/05/31,"Love and romance could become very intense, with today's celestial energy. If you have been hovering between two relationships, perhaps not having fully let go of one, and neither having totally embraced the other, then you could feel the need to get this sorted out. It is really a question of letting go of the old completely, so that the new can enter your life."
sagittarius,love,2021/06/01,"The current planetary configuration could make today quite an interesting experience in terms of your love life. If you are going to see each other this evening, then expect it to be a wonderful occasion, in which both you and your potential partner will get on like a house on fire. In fact, the genuine warmth you feel for each other will be very noticeable."
sagittarius,love,2021/06/02,"Your evening may not go entirely according to plan, but it won't be boring. Today's celestial energy encourages you to discover someone's intellectual preferences before you turn to more passionate matters. If you both have the same beliefs and ideals, then everything else will fall into place. If there is no meeting of minds, then no matter how hard you try, it may not last."
sagittarius,love,2021/06/03,"Today's astral energy will certainly make for a very lively evening that you will not forget for some time. If you are going to be communicating with someone you really like, then it could be quite outrageous and a huge amount of fun - you may not have realized quite what this person was like. If you are single, then expect love to jump out at you from the most unlikely of places."
sagittarius,love,2021/06/04,"Current planetary energies may mean that you feel more determined than ever to find out how someone feels about you. If you are not in a love relationship, but have been making progress by leaps and bounds, then you will naturally wish to know what to expect next. It may be time for some in-depth conversation as to how you both feel about making a deeper commitment."
sagittarius,love,2021/06/05,"Don't worry too much if neither you nor your beloved have a clue as to what is really happening between you. The planetary energies are making normally clear-cut issues into vague and illusory shapes, so that you may feel you no longer understand the truth of the situation. Things will be different in a couple of days; meanwhile don't take decisive action based on your current perceptions."
sagittarius,love,2021/06/06,"There is a very light and warm atmosphere around right now, with the current aspect at play. It is perfect for getting to know someone on a different level, and for communicating in general, as others are very much interested in making new contacts. If you are looking for love, then you will find that although it may not happen right away, you can certainly make a beginning with someone special."
sagittarius,love,2021/06/07,"If you had any grand plans for a social outing or a date, then you may have to scale them down substantially. The astral environment (in combination with world events) is creating one or two obstacles, which means you won't be able to make the grand entrance you had envisaged. In fact, it would be better if you and your partner (current or prospective) enjoyed a less glamorous evening and enjoyed an intimate meal together at home instead."
sagittarius,love,2021/06/08,"The current astral environment could cause you to explode over a certain issue involving a romantic partner. However, this is possibly not the best way to go about dealing with the situation, even though you may get some kind of temporary relief. If you are jealous about the attention that your current date is giving another, then creating a scene will only make it worse. Stop and think first."
sagittarius,love,2021/06/09,"The current planetary alignment enables you to pretend up to a point, but will it actually help you in your current situation? If you have any ideas about how your adopted behavior may change your current relationship for the better or keep a certain person by your side when they do not really want to be there, then it would be better to think again. Why can't you be yourself?"
sagittarius,love,2021/06/10,"The current astral energy encourages you to dress to impress for your lover if you’re able to see one another tonight. There is the potential for a wonderful meeting of both minds and hearts. Not only will you feel that you share the same thoughts and feelings, you will also know that your relationship will deepen and blossom as time goes by. Make time to walk by the sea or in the moonlight."
sagittarius,love,2021/06/11,"Today's astral energy makes you act and feel like a million dollars. If you have recently begun a new relationship that is still in that exciting and passionate stage, then expect today to increase the tempo even more. If you are looking for romance, then you will find it wherever you are involved in doing something that you really love to do - then you glow."
sagittarius,love,2021/06/12,"Love may surprise you today by appearing out of the blue. The celestial energy encourages you to keep an open mind, and also to move in circles, or speak to people whom you don't normally associate with. Cupid's arrow could strike at any time and will prove accurate in its aim. Before you know what has happened, you will be head over heels, so be warned!!"
sagittarius,love,2021/06/13,"All kinds of activities are meaningful for you, with today's scintillating celestial energy. If you are already involved in a wonderful partnership, then you will find the people you interact with enhance your current relationship no end. If you are looking for companionship, then all you need do is become involved in conversation and see what happens next. You could be in for a big surprise."
